Entity	Code	Year	"GDP per capita, PPP (constant 2017 international $)"	Population (historical estimates)	"Homicide rate per 100,000 population - Both sexes - All ages"
Afghanistan	AFG	2009	1823.7426	27385310	4.0715265
Afghanistan	AFG	2010	2026.1638	28189672	3.4870927
Afghanistan	AFG	2011	1961.0963	29249156	4.208668
Afghanistan	AFG	2012	2122.8308	30466484	6.393913
Afghanistan	AFG	2015	2108.714	33753500	9.975262
Afghanistan	AFG	2016	2101.422	34636212	6.6924186
Afghanistan	AFG	2017	2096.093	35643420	6.8006945
Afghanistan	AFG	2018	2060.699	36686788	6.7435727
Afghanistan	AFG	2019	2079.9219	37769496	7.180397
Afghanistan	AFG	2020	1968.341	38972236	6.594439
Afghanistan	AFG	2021	1516.3057	40099460	4.0224977
Albania	ALB	1992	3265.4143	3303738	3.9349356
Albania	ALB	1993	3599.4646	3300715	5.786633
Albania	ALB	1994	3922.3281	3294001	3.400123
Albania	ALB	1995	4472.415	3284370	7.8858495
Albania	ALB	1996	4909.825	3271336	8.314658
Albania	ALB	1997	4401.113	3253721	40.999237
Albania	ALB	1998	4819.9443	3232185	20.419683
Albania	ALB	1999	5475.845	3208265	16.582197
Albania	ALB	2000	5893.654	3182027	4.116881
Albania	ALB	2001	6442.612	3153615	6.9761276
Albania	ALB	2002	6755.1094	3123554	6.9152064
Albania	ALB	2003	7155.2964	3092993	5.3669734
Albania	ALB	2004	7581.5063	3062629	4.27738
Albania	ALB	2005	8041.5435	3032636	5.078094
Albania	ALB	2006	8570.107	3003391	3.1630955
Albania	ALB	2007	9151.78	2976089	3.5281267
Albania	ALB	2008	9913.951	2951690	3.1507385
Albania	ALB	2009	10315.777	2930553	2.900488
Albania	ALB	2010	10751.421	2913402	4.0845757
Albania	ALB	2011	11054.788	2900660	4.8954477
Albania	ALB	2012	11229.992	2892191	5.4284067
Albania	ALB	2013	11363.318	2887019	4.2950954
Albania	ALB	2014	11588.925	2884100	4.64616
Albania	ALB	2015	11880.598	2882482	2.22031
Albania	ALB	2016	12294.077	2881064	2.7420435
Albania	ALB	2017	12773.269	2879361	2.01434
Albania	ALB	2018	13319.495	2877019	2.294046
Albania	ALB	2019	13655.665	2873883	2.2617478
Albania	ALB	2020	13256.125	2866850	2.127772
Albania	ALB	2021	14518.906	2854710	2.3119686
Algeria	DZA	2006	10592.247	33435082	0.93315166
Algeria	DZA	2007	10775.532	33983836	0.79743814
Algeria	DZA	2008	10847.177	34569592	0.94881076
Algeria	DZA	2009	10824.576	35196040	0.78702044
Algeria	DZA	2010	11007.747	35856348	0.7083823
Algeria	DZA	2011	11113.969	36543548	0.76620924
Algeria	DZA	2012	11270.701	37260568	1.4036288
Algeria	DZA	2013	11360.638	38000628	1.2631371
Algeria	DZA	2014	11561.26	38760168	1.4886416
Algeria	DZA	2015	11751.634	39543148	1.38077
Algeria	DZA	2016	11888.323	40339328	1.343602
Algeria	DZA	2017	11809.483	41136548	1.2738065
Algeria	DZA	2018	11725.878	41927008	1.3547354
Algeria	DZA	2019	11627.28	42705372	1.2153039
Algeria	DZA	2020	10844.7705	43451668	1.5051206
Algeria	DZA	2021	11039.806	44177964	1.5731823
American Samoa	ASM	2001		58342	1.71456
American Samoa	ASM	2002		58200	12.032247
American Samoa	ASM	2003		57962	5.1777253
American Samoa	ASM	2004		57653	6.9413714
American Samoa	ASM	2005		57277	10.479617
American Samoa	ASM	2006		56857	7.037607
American Samoa	ASM	2007		56402	1.7736
American Samoa	ASM	2008		55909	5.3676386
American Samoa	ASM	2009		55386	3.6123252
American Samoa	ASM	2010		54871	9.115853
American Samoa	ASM	2011		54334	9.206408
American Samoa	ASM	2012		53718	3.7249844
American Samoa	ASM	2013		53017	5.6609116
American Samoa	ASM	2014		52234	5.7453103
American Samoa	ASM	2015		51391	7.786949
American Samoa	ASM	2016		50468	0
American Samoa	ASM	2017		49486	14.151993
American Samoa	ASM	2018		48445	26.846191
American Samoa	ASM	2019		47341	0
Andorra	AND	2004		76950	1.2998239
Andorra	AND	2007		78187	0
Andorra	AND	2008		76073	1.3148379
Andorra	AND	2009		73879	0
Andorra	AND	2010		71542	0
Andorra	AND	2011		70587	1.4170829
Andorra	AND	2012		71035	0
Andorra	AND	2013		71385	0
Andorra	AND	2014		71644	0
Andorra	AND	2015		71766	0
Andorra	AND	2020		77723	2.5740025
Angola	AGO	2011	7664.44	24259120	4.3488812
Angola	AGO	2012	8012.101	25188298	4.8316097
Angola	AGO	2015	7967.104	28127724	4.4582353
Angola	AGO	2016	7488.1387	29154742	4.102248
Anguilla	AIA	1990		8340	0
Anguilla	AIA	1991		8638	11.60564
Anguilla	AIA	1992		8911	0
Anguilla	AIA	1993		9144	10.963109
Anguilla	AIA	1994		9381	0
Anguilla	AIA	1995		9625	10.416124
Anguilla	AIA	1996		9886	0
Anguilla	AIA	1997		10152	9.870207
Anguilla	AIA	1998		10438	0
Anguilla	AIA	1999		10744	0
Anguilla	AIA	2000		11071	9.051822
Anguilla	AIA	2001		11367	0
Anguilla	AIA	2002		11583	17.30029
Anguilla	AIA	2003		11761	17.029972
Anguilla	AIA	2004		11957	8.37942
Anguilla	AIA	2005		12149	0
Anguilla	AIA	2006		12347	40.56795
Anguilla	AIA	2007		12546	31.937403
Anguilla	AIA	2008		12754	7.855151
Anguilla	AIA	2009		12970	7.724394
Anguilla	AIA	2010		13192	0
Anguilla	AIA	2011		13363	0
Anguilla	AIA	2012		13479	37.160908
Anguilla	AIA	2013		13727	7.29927
Anguilla	AIA	2014		14143	28.327608
Antigua and Barbuda	ATG	1990	15264.63	63346	1.5790803
Antigua and Barbuda	ATG	1991	15521.875	63653	4.714461
Antigua and Barbuda	ATG	1992	15452.782	64676	3.0931501
Antigua and Barbuda	ATG	1993	15978.309	65849	6.075934
Antigua and Barbuda	ATG	1994	16730.518	67091	7.4546757
Antigua and Barbuda	ATG	1995	15690.93	68417	10.234218
Antigua and Barbuda	ATG	1996	16391.719	69817	4.2981176
Antigua and Barbuda	ATG	1997	16943.895	71233	1.4041493
Antigua and Barbuda	ATG	2000	18545.92	75070	6.6617813
Antigua and Barbuda	ATG	2001	17433.018	76227	9.184544
Antigua and Barbuda	ATG	2002	17388.543	77216	6.477103
Antigua and Barbuda	ATG	2003	18237.268	78095	6.4041395
Antigua and Barbuda	ATG	2004	19077.41	78955	5.0670753
Antigua and Barbuda	ATG	2005	20076.44	79879	3.7561507
Antigua and Barbuda	ATG	2006	22340.793	80909	13.59779
Antigua and Barbuda	ATG	2007	24088.123	82035	20.727789
Antigua and Barbuda	ATG	2008	23727.38	83267	19.218988
Antigua and Barbuda	ATG	2009	20571.906	84546	18.927408
Antigua and Barbuda	ATG	2010	18702.09	85710	7.0015755
Antigua and Barbuda	ATG	2012	18526.39	87688	11.40589
Antigua and Barbuda	ATG	2017	20777.875	91133	21.94932
Antigua and Barbuda	ATG	2018	22085.262	91644	13.09679
Antigua and Barbuda	ATG	2019	23035.658	92127	3.2567456
Antigua and Barbuda	ATG	2020	18275.69	92672	9.71251
Antigua and Barbuda	ATG	2021	19124.43	93229	17.163792
Argentina	ARG	2001	17514.504	37480492	8.348343
Argentina	ARG	2002	15439.745	37885024	9.423247
Argentina	ARG	2003	16631.574	38278164	7.7511554
Argentina	ARG	2004	17950.15	38668796	6.046219
Argentina	ARG	2005	19338.146	39070504	5.6257277
Argentina	ARG	2006	20679.242	39476856	5.347438
Argentina	ARG	2007	22316.256	39876116	5.364114
Argentina	ARG	2008	22992.39	40273768	5.8872066
Argentina	ARG	2009	21413.283	40684344	6.4938993
Argentina	ARG	2010	23521.27	41100124	5.8004694
Argentina	ARG	2011	24647.629	41520736	6.0475802
Argentina	ARG	2012	24118.867	41952364	6.3119206
Argentina	ARG	2013	24424.137	42388268	7.247288
Argentina	ARG	2014	23550.1	42824064	7.53782
Argentina	ARG	2015	23933.887	43257064	6.558466
Argentina	ARG	2016	23189.527	43668236	6.011234
Argentina	ARG	2017	23597.117	44054616	5.259381
Argentina	ARG	2018	22747.242	44413592	5.367726
Argentina	ARG	2019	22071.748	44745516	5.155823
Argentina	ARG	2020	19685.217	45036032	5.3668137
Argentina	ARG	2021	21527.195	45276788	4.6226788
Armenia	ARM	1990	5153.2983	3556544	5.004865
Armenia	ARM	1991	4473.519	3617638	5.141486
Armenia	ARM	1992	2634.9631	3574558	8.53253
Armenia	ARM	1993	2484.5522	3457344	7.7516026
Armenia	ARM	1994	2683.6375	3373715	4.653626
Armenia	ARM	1995	2912.781	3322788	3.49105
Armenia	ARM	1996	3105.953	3298903	3.4557
Armenia	ARM	1997	3236.0605	3271422	3.0567784
Armenia	ARM	1998	3505.3684	3240550	2.8698833
Armenia	ARM	1999	3660.0342	3206033	2.8072107
Armenia	ARM	2000	3921.8574	3168525	2.8720002
Armenia	ARM	2001	4346.9077	3133138	2.8086898
Armenia	ARM	2002	4965.224	3105040	2.2221954
Armenia	ARM	2004	6334.856	3065748	2.7073355
Armenia	ARM	2005	7259.204	3047254	1.903358
Armenia	ARM	2006	8273.786	3026490	2.6102874
Armenia	ARM	2007	9476.472	3004398	2.5629137
Armenia	ARM	2008	10201.56	2983425	3.2513018
Armenia	ARM	2009	8819.678	2964300	3.2722774
Armenia	ARM	2010	9068.788	2946296	1.9006935
Armenia	ARM	2011	9551.158	2928984	2.4240553
Armenia	ARM	2012	10289.976	2914428	2.2302885
Armenia	ARM	2013	10677.304	2901386	2.1713772
Armenia	ARM	2014	11105.532	2889937	2.4914103
Armenia	ARM	2015	11506.039	2878598	2.6054382
Armenia	ARM	2016	11580.384	2865841	3.0357645
Armenia	ARM	2017	12509.64	2851929	2.4544842
Armenia	ARM	2018	13231.431	2836563	1.7627003
Armenia	ARM	2019	14317.553	2820604	2.5881004
Armenia	ARM	2020	13357.697	2805610	1.8534304
Armenia	ARM	2021	14193.117	2790971	2.1856172
Aruba	ABW	1990	30823.482	65734	0
Aruba	ABW	1995	35780.723	77070	7.7871513
Aruba	ABW	1999	35495.25	86877	2.3023703
Aruba	ABW	2001	38123.344	90702	4.4106054
Aruba	ABW	2002	37309.79	91798	5.4477506
Aruba	ABW	2003	37353.56	92713	4.314948
Aruba	ABW	2004	39713.848	93554	2.1381342
Aruba	ABW	2005	39166.133	94495	6.350349
Aruba	ABW	2006	39146.91	95621	5.2297697
Aruba	ABW	2007	39866.715	96797	3.0995898
Aruba	ABW	2008	40096.78	98006	5.102249
Aruba	ABW	2009	34978.008	99223	4.03177
Aruba	ABW	2010	33639.395	100354	3.9863865
Aruba	ABW	2011	34446.855	101304	1.9745675
Aruba	ABW	2012	33815.11	102126	3.9172864
Aruba	ABW	2013	35720.7	102891	5.8320374
Aruba	ABW	2014	35467.234	103607	1.9306138
Australia	AUS	1990	31006.1	17048002	2.1938055
Australia	AUS	1991	30496.127	17271092	1.9686081
Australia	AUS	1992	30285.854	17462500	1.7236933
Australia	AUS	1993	31232.586	17631514	1.888664
Australia	AUS	1994	32164.658	17805506	1.7971971
Australia	AUS	1995	33044.844	18003002	1.9774483
Australia	AUS	1996	33905.26	18211850	1.9437898
Australia	AUS	1997	34852.75	18410254	1.9771594
Australia	AUS	1998	36099.023	18601666	1.795538
Australia	AUS	1999	37475.98	18800892	2.0477753
Australia	AUS	2000	38494.887	19017968	1.9034636
Australia	AUS	2001	38779.6	19248146	1.8027713
Australia	AUS	2002	39872.15	19475842	1.879251
Australia	AUS	2003	40642.562	19699004	1.5330728
Australia	AUS	2004	41905.85	19925060	1.319946
Australia	AUS	2005	42704.44	20171732	1.2839751
Australia	AUS	2006	43286.723	20467032	1.3729398
Australia	AUS	2007	44109.668	20830832	1.2241472
Australia	AUS	2008	44777.273	21247876	1.2283583
Australia	AUS	2009	44684.402	21660898	1.2141697
Australia	AUS	2010	44965.395	22019166	1.049086
Australia	AUS	2011	45405.367	22357032	1.1092706
Australia	AUS	2012	46360.605	22729272	1.0691061
Australia	AUS	2013	46744.625	23111788	1.0600654
Australia	AUS	2014	47240.273	23469578	1.0353829
Australia	AUS	2015	47567.68	23820240	0.99075425
Australia	AUS	2016	48109.203	24195706	0.9381832
Australia	AUS	2017	48400.246	24590336	0.84586084
Australia	AUS	2018	49052.816	24979228	0.88473505
Australia	AUS	2019	49379.094	25357168	0.887323
Australia	AUS	2020	48747.85	25670052	0.86092544
Australia	AUS	2021	49774.34	25921094	0.74456745
Austria	AUT	1990	37494.56	7678732	1.1590459
Austria	AUT	1991	38399.676	7755640	1.3280661
Austria	AUT	1992	38774.492	7840816	1.2371161
Austria	AUT	1993	38658.65	7905280	1.0119822
Austria	AUT	1994	39435.21	7935366	1.1089597
Austria	AUT	1995	40425.395	7947293	0.98146594
Austria	AUT	1996	41319.375	7958043	1.2440248
Austria	AUT	1997	42136.664	7967086	0.8284075
Austria	AUT	1998	43597.89	7975856	0.9654129
Austria	AUT	1999	45060.617	7991382	0.7508093
Austria	AUT	2000	46469.86	8010425	1.0236655
Austria	AUT	2001	46878.918	8039633	0.8706873
Austria	AUT	2002	47419.277	8078994	0.80455583
Austria	AUT	2003	47633.113	8120105	0.6157557
Austria	AUT	2004	48633.273	8171215	0.72204673
Austria	AUT	2005	49387.027	8227034	0.6563726
Austria	AUT	2006	50840.695	8267771	0.7378053
Austria	AUT	2007	52565.074	8294720	0.54251367
Austria	AUT	2008	53166.055	8321134	0.6970206
Austria	AUT	2009	51030.727	8342939	0.61129564
Austria	AUT	2010	51843.43	8362829	0.7294182
Austria	AUT	2011	53179.15	8391201	0.91762805
Austria	AUT	2012	53297.445	8429641	0.96089554
Austria	AUT	2013	52997.754	8479542	0.7193787
Austria	AUT	2014	52932.9	8546066	0.4914542
Austria	AUT	2015	52873.86	8642422	0.5091166
Austria	AUT	2016	53345.742	8736491	0.6180974
Austria	AUT	2017	54172.99	8797497	0.79568094
Austria	AUT	2018	55217.285	8840518	0.9727943
Austria	AUT	2019	55806.438	8879939	0.867123
Austria	AUT	2020	51988.414	8907780	0.72969943
Austria	AUT	2021	54121.145	8922086	0.7285295
Azerbaijan	AZE	1990	7616.91	7427840	4.4292846
Azerbaijan	AZE	1991	7463.629	7538266	4.7358365
Azerbaijan	AZE	1992	5690.181	7643343	7.378975
Azerbaijan	AZE	1993	4309.9214	7740112	6.1756253
Azerbaijan	AZE	1994	3414.5112	7821889	6.379541
Azerbaijan	AZE	1995	2976.995	7889335	5.615179
Azerbaijan	AZE	1996	2985.3372	7949107	5.0320153
Azerbaijan	AZE	1997	3128.164	8000068	3.5499728
Azerbaijan	AZE	1998	3408.4753	8041100	3.4821126
Azerbaijan	AZE	1999	3628.7168	8101447	2.9871197
Azerbaijan	AZE	2000	3998.5205	8190341	2.759349
Azerbaijan	AZE	2001	4360.4595	8282030	2.6322072
Azerbaijan	AZE	2002	4736.5645	8372128	2.532212
Azerbaijan	AZE	2007	11684.191	8878408	2.1287594
Azerbaijan	AZE	2008	12672.376	8999697	2.1334054
Azerbaijan	AZE	2010	14082.238	9237203	2.2301123
Azerbaijan	AZE	2011	13913.837	9359018	2.2545109
Azerbaijan	AZE	2012	14027.469	9485577	2.129549
Azerbaijan	AZE	2013	14651.694	9614478	2.2986166
Azerbaijan	AZE	2014	14867.943	9741879	2.4225302
Azerbaijan	AZE	2015	14852.611	9863485	2.1392045
Azerbaijan	AZE	2016	14232.192	9976254	1.6940236
Azerbaijan	AZE	2017	14121.407	10071569	1.8070674
Azerbaijan	AZE	2018	14209.593	10152524	1.9404047
Azerbaijan	AZE	2019	14442.041	10232761	1.6417869
Azerbaijan	AZE	2020	13726.77	10284952	2.236277
Azerbaijan	AZE	2021	14431.661	10312992	1.9102119
Bahamas	BHS	1990	36041.04	270690	16.624859
Bahamas	BHS	1991	33860.984	276072	10.142815
Bahamas	BHS	1992	31882.47	281982	14.540425
Bahamas	BHS	1993	31293.527	288172	12.145841
Bahamas	BHS	1994	31638.508	294006	17.687284
Bahamas	BHS	1995	32411.258	299567	13.353185
Bahamas	BHS	1996	33184.277	304944	16.725014
Bahamas	BHS	1997	34867.01	310183	14.830553
Bahamas	BHS	2000	37131.305	325033	22.76825
Bahamas	BHS	2001	37572.895	329639	13.045088
Bahamas	BHS	2002	38083.53	334015	15.568769
Bahamas	BHS	2003	37103.4	338505	14.771463
Bahamas	BHS	2004	36929.17	343097	12.824642
Bahamas	BHS	2005	37665.387	347815	14.95095
Bahamas	BHS	2006	38081.246	352672	17.296892
Bahamas	BHS	2007	38091.906	357678	21.808025
Bahamas	BHS	2008	36680.83	362807	20.121555
Bahamas	BHS	2009	34646.59	368064	23.637674
Bahamas	BHS	2010	34688.094	373277	25.182709
Bahamas	BHS	2011	34468.887	377956	33.60233
Bahamas	BHS	2012	35150.562	382073	28.791214
Bahamas	BHS	2013	33826.34	385660	30.856995
Bahamas	BHS	2014	34143.03	389137	31.35191
Bahamas	BHS	2015	34170.23	392707	37.178745
Bahamas	BHS	2016	33596.637	395986	28.031967
Bahamas	BHS	2017	34357.27	399027	30.57491
Bahamas	BHS	2018	34735.125	401911	22.642082
Bahamas	BHS	2019	35161.832	404563	23.482475
Bahamas	BHS	2020	26659.238	406478	17.959438
Bahamas	BHS	2021	30210.162	407920	29.173424
Bahrain	BHR	1995	43369.152	612941	0.8157485
Bahrain	BHR	1996	43737.188	632763	1.2643104
Bahrain	BHR	1997	43716.02	652651	0.9193395
Bahrain	BHR	2001	46084.926	730263	1.2324429
Bahrain	BHR	2002	46478.207	748332	1.069055
Bahrain	BHR	2007	46792.176	1040545	0.38441873
Bahrain	BHR	2008	46588.64	1110352	0.5403733
Bahrain	BHR	2009	44972.746	1179460	1.1022063
Bahrain	BHR	2010	45600.066	1213655	0.1647929
Bahrain	BHR	2011	46564.71	1212086	0.99003613
Bahrain	BHR	2012	47793.53	1224948	0.7347302
Bahrain	BHR	2013	48915.53	1261683	0.87185824
Bahrain	BHR	2014	49117.99	1311142	0.6864284
Bahrain	BHR	2015	48453.727	1362157	0.22024135
Bahrain	BHR	2016	48486.305	1409668	0.28375617
Bahrain	BHR	2017	48929.445	1456844	0.411852
Bahrain	BHR	2018	48937.66	1487346	0.33617073
Bahrain	BHR	2019	49768.977	1494195	0.26770383
Bahrain	BHR	2020	47847.84	1477478	0
Bahrain	BHR	2021	49387.418	1463266	0.068340294
Bangladesh	BGD	2000	2267.0754	129193336	2.587595
Bangladesh	BGD	2001	2337.3645	131670488	2.7933366
Bangladesh	BGD	2002	2382.2815	134139824	2.611454
Bangladesh	BGD	2003	2451.9902	136503216	2.5427973
Bangladesh	BGD	2004	2537.9507	138789728	2.8114474
Bangladesh	BGD	2005	2663.0962	140912592	2.549098
Bangladesh	BGD	2006	2806.5928	142628832	2.9208682
Bangladesh	BGD	2007	2973.2812	144135936	2.6801088
Bangladesh	BGD	2008	3124.2268	145421328	2.8187065
Bangladesh	BGD	2009	3253.0913	146706816	2.8758037
Bangladesh	BGD	2010	3395.3647	148391136	2.687492
Bangladesh	BGD	2011	3571.0586	150211008	2.640286
Bangladesh	BGD	2012	3756.932	152090656	2.7049658
Bangladesh	BGD	2013	3932.7083	154030144	2.8520393
Bangladesh	BGD	2014	4119.425	155961312	2.8943079
Bangladesh	BGD	2015	4337.3857	157830000	2.556548
Bangladesh	BGD	2016	4589.0938	159784576	2.247401
Bangladesh	BGD	2017	4830.776	161793968	2.1935306
Bangladesh	BGD	2018	5124.4985	163683952	2.339875
Barbados	BRB	1990	14097.3955	258871	13.134107
Barbados	BRB	1991	13519.722	259414	8.095543
Barbados	BRB	1992	12710.419	260226	8.454628
Barbados	BRB	1993	12772.787	261001	8.046116
Barbados	BRB	1994	12993.924	261720	7.6420026
Barbados	BRB	1995	13225.754	262309	6.481042
Barbados	BRB	1998	14864.666	263647	7.586059
Barbados	BRB	1999	14884.602	264181	8.706532
Barbados	BRB	2000	15517.94	264663	7.556951
Barbados	BRB	2001	15109.764	265384	9.420578
Barbados	BRB	2002	15167.127	266467	9.382447
Barbados	BRB	2003	15436.603	267509	12.336494
Barbados	BRB	2004	15595.853	268514	8.193516
Barbados	BRB	2005	16154.261	269489	10.761586
Barbados	BRB	2006	17081.633	270436	12.942567
Barbados	BRB	2007	17371.072	271460	9.210003
Barbados	BRB	2008	17405.893	272647	8.4361725
Barbados	BRB	2009	16462.707	273801	6.939587
Barbados	BRB	2010	16019.508	274717	11.284586
Barbados	BRB	2011	15864.572	275501	9.800843
Barbados	BRB	2012	15755.267	276207	7.965315
Barbados	BRB	2013	15489.761	276873	8.668485
Barbados	BRB	2014	15441.22	277501	9.009236
Barbados	BRB	2015	15789.451	278095	11.147751
Barbados	BRB	2016	16156.518	278660	7.8952374
Barbados	BRB	2017	16198.962	279199	10.745486
Barbados	BRB	2018	16003.857	279702	10.011137
Barbados	BRB	2019	15954.803	280193	17.131874
Barbados	BRB	2020	13805.777	280704	14.606706
Barbados	BRB	2021	13754.803	281204	11.379821
Belarus	BLR	1990	8895.173	10428527	4.8712544
Belarus	BLR	1991	8784.377	10457619	4.44652
Belarus	BLR	1992	7923.6504	10475912	5.670153
Belarus	BLR	1993	7305.307	10480485	7.2134075
Belarus	BLR	1994	6458.2144	10475397	7.913783
Belarus	BLR	1995	5805.3633	10461694	9.176332
Belarus	BLR	1996	5988.0396	10436455	9.29434
Belarus	BLR	1997	6698.458	10400926	9.816436
Belarus	BLR	1998	7293.908	10357472	10.002446
Belarus	BLR	1999	7575.9185	10308281	9.448712
Belarus	BLR	2000	8053.174	10256489	9.87668
Belarus	BLR	2001	8477.084	10201212	9.498875
Belarus	BLR	2002	8961.642	10135391	9.757891
Belarus	BLR	2007	14417.354	9825990	6.604935
Belarus	BLR	2008	15942.897	9787829	5.639659
Belarus	BLR	2009	16014.115	9757710	4.9909263
Belarus	BLR	2010	17300.703	9731426	4.12067
Belarus	BLR	2011	18274.021	9706983	3.842595
Belarus	BLR	2012	18611.455	9693754	3.5074148
Belarus	BLR	2013	18805.432	9691143	3.4361296
Belarus	BLR	2014	19119.346	9693741	3.5074184
Belarus	BLR	2015	18362.746	9700609	3.3606138
Belarus	BLR	2016	17883.127	9708111	3.1623044
Belarus	BLR	2017	18356.102	9707874	2.4722195
Belarus	BLR	2018	18974.7	9695573	2.3309605
Belarus	BLR	2019	19279.209	9673971	2.3258288
Belgium	BEL	1990	35506.926	9959565	1.0409307
Belgium	BEL	1991	36023.684	9987072	1.023646
Belgium	BEL	1992	36426.992	10016455	1.2075212
Belgium	BEL	1993	35935.957	10043738	1.4407884
Belgium	BEL	1994	36981.45	10069182	1.1917552
Belgium	BEL	1995	37784.15	10095204	1.4066094
Belgium	BEL	1996	38208.72	10123230	1.1853925
Belgium	BEL	1997	39562.37	10154876	1.427886
Belgium	BEL	2000	43024.14	10264351	2.0654027
Belgium	BEL	2001	43347.89	10309249	2.7354062
Belgium	BEL	2002	43890.598	10355569	3.0804682
Belgium	BEL	2021	51739.54	11611416	1.0765264
Belize	BLZ	2000	8702.083	240420	17.054483
Belize	BLZ	2001	8857.37	248109	25.796103
Belize	BLZ	2002	9023.401	256000	33.9861
Belize	BLZ	2003	9566.061	264006	25.37898
Belize	BLZ	2004	9710.014	272141	29.030403
Belize	BLZ	2005	9631.592	280386	28.88988
Belize	BLZ	2006	9781.776	288745	31.863733
Belize	BLZ	2007	9815.055	297182	32.640865
Belize	BLZ	2008	9397.152	305687	33.696304
Belize	BLZ	2009	9101.549	314178	30.874954
Belize	BLZ	2010	8988.865	322115	40.048866
Belize	BLZ	2011	8776.863	329546	37.628494
Belize	BLZ	2012	8912.105	337067	43.019176
Belize	BLZ	2013	9109.572	344695	28.721668
Belize	BLZ	2014	9276.317	352343	34.909958
Belize	BLZ	2015	9387.914	359884	33.067406
Belize	BLZ	2016	9208.114	367327	37.57019
Belize	BLZ	2017	8873.754	374702	37.89764
Belize	BLZ	2018	8798.538	382076	37.42809
Belize	BLZ	2019	9028.552	389103	34.43889
Belize	BLZ	2020	7703.118	394931	25.827984
Belize	BLZ	2021	8762.623	400037	31.247578
Bermuda	BMU	1990	65961.41	57490	1.7400383
Bermuda	BMU	1991	63958.895	57897	5.183675
Bermuda	BMU	1992	64385.406	58344	1.7146041
Bermuda	BMU	1993	65967.85	58763	5.107296
Bermuda	BMU	1994	65904.72	59138	10.15031
Bermuda	BMU	1996	69643.41	59857	6.6844363
Bermuda	BMU	1997	72403.88	60248	3.3207698
Bermuda	BMU	1998	74677.09	60624	0
Bermuda	BMU	1999	76772.32	61004	3.279683
Bermuda	BMU	2000	83181.52	61390	0
Bermuda	BMU	2001	88231.78	61785	4.857277
Bermuda	BMU	2002	86364.16	62156	1.6092824
Bermuda	BMU	2003	88727.31	62490	3.201665
Bermuda	BMU	2004	90195.81	62759	1.5938668
Bermuda	BMU	2005	91114.08	62980	3.1766958
Bermuda	BMU	2006	95615.36	63096	4.755828
Bermuda	BMU	2007	98257.99	63181	4.7501802
Bermuda	BMU	2008	95855.8	63277	7.904201
Bermuda	BMU	2009	89961.984	63375	9.470669
Bermuda	BMU	2010	88399.914	63466	11.03283
Bermuda	BMU	2011	85829.375	63554	12.591882
Bermuda	BMU	2012	80982.37	63581	9.439825
Bermuda	BMU	2013	80503.65	63527	7.873272
Bermuda	BMU	2014	77361.1	63375	6.3136296
Bermuda	BMU	2015	77842.75	63165	6.334727
Bermuda	BMU	2016	78149.35	63090	12.684721
Bermuda	BMU	2017	81834.95	63295	7.902015
Bermuda	BMU	2019	81681.73	63833	0
Bermuda	BMU	2020	76117.805	64051	10.93229
Bermuda	BMU	2021	80271.13	64213	10.905975
Bhutan	BTN	1990	2737.9932	558449	3.5813925
Bhutan	BTN	1991	2682.3093	567719	2.1137552
Bhutan	BTN	1992	2917.5796	545956	4.9455624
Bhutan	BTN	1993	3118.9631	520840	3.6479673
Bhutan	BTN	1994	3270.7488	521268	3.8368604
Bhutan	BTN	1995	3460.4612	527535	3.0329683
Bhutan	BTN	1996	3585.363	537500	2.232583
Bhutan	BTN	1997	3713.2947	546873	1.2800235
Bhutan	BTN	1998	3860.3472	557153	1.9743602
Bhutan	BTN	1999	4067.465	571002	2.2767475
Bhutan	BTN	2000	4087.8306	587210	3.0653586
Bhutan	BTN	2001	4311.447	603243	3.14969
Bhutan	BTN	2002	4663.1274	619055	3.069229
Bhutan	BTN	2003	4904.5107	634635	0.7878644
Bhutan	BTN	2004	5076.3154	649995	2.3077242
Bhutan	BTN	2005	5336.7764	663332	1.6583173
Bhutan	BTN	2006	5626.0547	673273	1.3367802
Bhutan	BTN	2007	6577.4316	681624	2.0539498
Bhutan	BTN	2008	6811.933	689741	2.6096904
Bhutan	BTN	2009	7188.8594	697682	2.2933233
Bhutan	BTN	2010	7958.227	705523	2.267842
Bhutan	BTN	2011	8499.3545	713338	4.485999
Bhutan	BTN	2012	8837.576	721154	4.576053
Bhutan	BTN	2013	8929.046	728898	3.2926848
Bhutan	BTN	2015	9877.247	743284	1.6144786
Bhutan	BTN	2016	10587.57	749764	1.2003818
Bhutan	BTN	2017	10986.888	756130	1.7193004
Bhutan	BTN	2018	11233.78	762104	1.1809528
Bhutan	BTN	2019	11797.284	767467	1.042401
Bhutan	BTN	2020	10547.052	772512	2.4595277
Bolivia	BOL	2015	7825.7666	11090090	4.896265
Bolivia	BOL	2016	8034.173	11263016	5.7000723
Bolivia	BOL	2017	8244.934	11435535	6.5322704
Bolivia	BOL	2018	8466.293	11606906	4.945332
Bolivia	BOL	2019	8528.749	11777318	4.2199774
Bolivia	BOL	2020	7679.933	11936169	3.4935853
Bolivia	BOL	2021	8052.1772	12079474	3.4935303
Bosnia and Herzegovina	BIH	1990		4494314	1.6242758
Bosnia and Herzegovina	BIH	2000	6826.658	4179355	2.3687894
Bosnia and Herzegovina	BIH	2001	6966.1177	4194941	1.9547397
